epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.8836272954940796,0.9716817736625671,9.999999747378752e-06,0.24895985424518585,0.9834319353103638,0.8578064441680908,0.9375,1.0,0.21354080736637115,1.0,0.875
1,0.9233129024505615,0.9826722145080566,9.999999747378752e-06,0.18732847273349762,0.9860140085220337,0.9096774458885193,0.9375,1.0,0.16596165299415588,1.0,0.875
2,0.9382668733596802,0.9869117140769958,9.999999747378752e-06,0.15953290462493896,0.9906103014945984,0.9256774187088013,0.9375,0.984375,0.14435741305351257,1.0,0.875
3,0.9482361674308777,0.9907805919647217,9.999999747378752e-06,0.13282331824302673,0.9907432794570923,0.9390967488288879,0.9375,1.0,0.149558424949646,1.0,0.875
4,0.9524539709091187,0.9921422600746155,9.999999747378752e-06,0.12111852318048477,0.9892095923423767,0.9463225603103638,1.0,1.0,0.11317968368530273,1.0,1.0
5,0.9570552110671997,0.9906445741653442,9.999999747378752e-06,0.12451380491256714,0.9890168905258179,0.952774167060852,1.0,1.0,0.09371689707040787,1.0,1.0
